CNA_index	seg_index	subclone_ID	phase	change
0	17	2	B	-1
1	19	2	B	-1
2	13	3	B	2
3	7	4	B	-1
4	6	5	B	1
5	9	5	B	1
6	16	5	B	-1
7	16	6	A	-1
8	9	6	B	1
9	6	7	A	-1
10	9	9	A	1
11	1	9	B	1
12	11	10	A	2
13	12	10	A	-1
14	0	10	B	-1
15	4	10	B	-1
16	9	10	B	1
17	15	11	A	-1
18	10	11	B	-1
19	11	11	B	-1
20	9	12	A	1
21	17	12	A	1
22	18	12	A	-1
23	8	12	B	-1
24	9	12	B	1
25	12	12	B	-1
26	15	13	B	-1
27	3	14	A	-1
28	7	15	A	-1
29	11	15	B	-1
30	15	15	B	-1
31	14	17	A	-1
32	18	17	B	-1
33	0	18	A	-1
34	5	19	A	-1
35	12	19	A	-1
36	17	19	A	1
37	10	19	B	-1
38	19	20	A	1
39	0	20	B	-1
