SSM_index	CNA_index
0	0
9	4
10	4
11	7
11	23
11	36
13	16
14	16
16	21
16	29
17	35
18	21
18	29
19	21
19	29
20	23
20	36
21	23
21	36
22	18
22	37
23	18
23	37
24	18
24	37
25	15
25	19
25	22
25	26
25	33
26	15
26	19
26	22
26	26
26	33
27	27
27	38
28	27
28	38
29	27
29	38
30	27
30	38
31	20
31	30
34	24
34	31
35	24
35	31
39	34
44	21
44	29
45	21
45	29
46	23
46	36
47	23
47	36
48	18
48	37
49	37
50	22
50	26
50	33
51	22
51	26
51	33
52	22
52	26
52	33
53	22
53	26
53	33
54	22
54	26
54	33
55	20
55	30
56	20
56	30
57	28
58	28
61	24
61	31
65	34
66	32
66	39
67	32
67	39
68	32
68	39
77	23
77	36
78	23
78	36
79	37
80	37
81	26
81	33
82	26
82	33
83	26
83	33
84	26
84	33
85	30
86	28
87	28
90	24
90	31
91	31
92	24
92	31
93	24
93	31
94	24
94	31
97	32
97	39
98	32
98	39
99	32
99	39
100	32
100	39
101	35
102	35
103	35
113	27
113	38
114	30
117	31
118	31
120	34
121	35
127	29
128	33
129	38
130	30
132	31
135	34
136	32
136	39
144	33
145	38
151	31
152	32
152	39
153	32
153	39
154	35
155	35
159	37
160	38
166	35
170	37
180	39
189	39
190	39
195	38
