SSM_index	CNA_index
3	24
4	31
5	6
5	15
6	11
6	27
6	36
7	38
8	38
9	38
12	21
12	26
12	37
13	12
13	17
14	12
14	17
15	12
15	17
16	16
16	18
16	28
17	32
18	13
18	19
18	23
18	29
18	33
21	34
22	34
23	14
23	30
24	12
25	16
26	16
52	10
53	10
66	9
88	20
89	20
90	38
91	25
92	21
92	26
92	37
93	18
93	28
97	34
98	30
99	30
100	30
101	25
103	32
107	31
108	38
109	37
110	26
110	37
111	26
111	37
112	28
113	28
114	28
115	32
116	32
117	29
117	33
118	29
118	33
121	34
122	34
123	34
124	34
125	34
126	30
128	38
131	28
132	28
134	32
135	29
135	33
137	34
138	34
139	33
142	37
158	38
159	38
160	38
162	37
199	39
