CNA_index	seg_index	subclone_ID	phase	change
0	3	1	B	1
1	6	1	B	1
2	7	2	A	1
3	9	2	A	1
4	3	2	B	1
5	4	2	B	-1
6	1	3	A	1
7	7	3	A	1
8	4	3	B	-1
9	8	3	B	2
10	9	3	B	4
11	0	4	A	-1
12	3	4	A	-1
13	7	4	A	2
14	1	4	B	-1
15	8	5	A	-1
16	5	6	B	-1
17	7	7	B	-1
18	1	9	A	5
19	3	9	A	-1
20	3	9	B	1
21	1	10	A	1
22	4	10	A	1
23	6	10	B	1
24	8	11	A	-1
25	9	11	A	1
26	0	12	A	-1
27	6	12	A	1
28	0	12	B	-1
29	3	12	B	1
30	5	12	B	-1
31	8	12	B	1
32	2	15	A	1
33	2	15	B	2
34	2	16	B	1
35	7	17	A	1
36	9	17	A	1
37	9	17	B	3
38	7	19	B	-1
39	8	19	B	3
