CNA_index	seg_index	subclone_ID	phase	change
0	2	1	A	1
1	11	1	A	2
2	27	2	A	1
3	7	3	A	1
4	34	3	B	1
5	36	4	A	-1
6	20	5	A	2
7	31	5	A	2
8	28	6	A	-1
9	32	6	A	3
10	1	6	B	1
11	14	7	A	-1
12	28	7	B	-1
13	32	7	B	1
14	39	7	B	1
15	23	8	A	-1
16	28	8	A	-1
17	32	8	A	1
18	35	8	A	1
19	1	8	B	1
20	7	8	B	-1
21	35	8	B	2
22	1	9	B	2
23	2	10	B	1
24	17	10	B	-1
25	28	12	A	-1
26	6	12	B	-1
27	10	14	B	-1
28	35	14	B	4
29	31	15	A	2
30	4	16	A	1
31	17	16	A	1
32	15	16	B	1
33	34	17	A	-1
34	3	17	B	1
35	30	17	B	-1
36	1	18	B	1
37	4	19	B	1
38	5	20	A	1
39	32	20	A	1
