SSM_index	CNA_index
0	6
0	10
1	4
2	4
3	4
4	11
5	11
6	39
10	18
11	18
12	0
12	5
12	17
12	22
13	23
14	15
14	24
15	3
15	8
16	3
16	8
17	11
18	39
19	39
20	39
21	39
24	12
25	6
25	10
26	7
26	16
27	7
27	16
28	8
30	11
31	39
34	18
35	13
36	13
37	19
38	23
40	15
40	24
41	21
41	25
42	21
42	25
43	16
44	16
48	39
49	16
50	16
51	39
52	18
53	19
54	16
63	19
64	24
66	21
66	25
68	24
69	24
73	25
74	25
75	25
76	25
77	25
88	31
88	33
98	38
101	32
111	38
112	38
113	38
114	35
115	35
116	33
118	36
121	35
123	33
127	38
128	38
137	37
