CNA_index	seg_index	subclone_ID	phase	change
0	29	2	B	-1
1	36	3	A	-1
2	7	4	A	-1
3	39	4	A	1
4	17	6	A	1
5	1	7	A	-1
6	21	7	A	1
7	9	8	A	1
8	16	8	A	2
9	18	8	A	1
10	30	8	A	-1
11	5	8	B	1
12	38	8	B	1
13	3	9	A	-1
14	7	9	A	-1
15	11	9	A	1
16	27	9	A	-1
17	28	9	A	-1
18	6	12	A	-1
19	8	12	A	1
20	15	12	A	4
21	10	12	B	1
22	1	13	B	-1
23	5	14	A	-1
24	39	14	A	1
25	27	14	B	2
26	26	15	B	-1
27	21	16	A	1
28	30	16	B	1
29	12	17	A	-1
30	16	17	A	1
31	13	17	B	1
32	16	18	A	4
33	24	18	A	2
34	22	18	B	-1
35	5	19	A	-1
36	3	19	B	1
37	24	19	B	1
38	26	19	B	-1
39	36	19	B	1
