CNA_index	seg_index	subclone_ID	phase	change
0	18	2	A	1
1	26	3	B	1
2	5	4	A	1
3	32	4	A	-1
4	37	4	A	1
5	1	4	B	-1
6	20	4	B	-1
7	36	4	B	-1
8	26	6	A	-1
9	32	6	B	-1
10	11	7	A	-1
11	16	8	B	-1
12	38	8	B	1
13	2	9	A	1
14	8	9	A	-1
15	11	9	B	-1
16	26	9	B	1
17	16	10	A	-1
18	17	11	B	-1
19	24	11	B	1
20	0	12	A	1
21	9	12	A	-1
22	25	13	B	-1
23	31	13	B	1
24	17	14	B	-1
25	0	15	A	1
26	4	15	A	-1
27	8	15	A	-1
28	25	15	A	-1
29	12	16	A	1
30	34	16	B	-1
31	25	17	A	-1
32	0	18	A	1
33	15	18	A	1
34	12	18	B	2
35	14	18	B	-1
36	31	19	A	3
37	9	20	A	-1
38	8	20	B	-1
39	39	20	B	1
