CNA_index	seg_index	subclone_ID	phase	change
0	13	1	A	2
1	3	1	B	1
2	9	1	B	1
3	34	1	B	1
4	37	1	B	3
5	34	2	B	1
6	14	3	A	2
7	11	3	B	-1
8	5	4	B	1
9	34	4	B	1
10	35	4	B	1
11	37	4	B	2
12	23	6	A	1
13	32	6	B	-1
14	21	7	B	1
15	13	8	A	1
16	22	8	A	-1
17	39	8	B	1
18	37	9	B	1
19	6	11	A	-1
20	15	12	B	1
21	13	13	A	1
22	20	13	A	1
23	1	13	B	-1
24	26	13	B	1
25	34	13	B	1
26	11	14	A	1
27	27	14	A	1
28	36	14	A	1
29	10	15	A	-1
30	21	16	B	1
31	22	16	B	1
32	2	17	A	1
33	8	17	A	1
34	9	17	A	-1
35	3	17	B	1
36	31	18	B	1
37	11	19	B	-1
38	7	20	A	2
39	9	20	B	1
