SSM_index	seg_index	subclone_ID
0	14	1
1	16	1
2	17	1
3	18	1
4	19	1
5	5	1
6	6	1
7	7	1
8	8	1
9	16	1
10	16	1
11	18	1
12	18	1
13	19	1
14	2	2
15	4	2
16	4	2
17	6	2
18	16	2
19	3	2
20	5	2
21	12	2
22	18	2
23	18	2
24	18	2
25	0	3
26	15	3
27	7	3
28	11	4
29	13	4
30	14	4
31	7	4
32	7	4
33	9	4
34	9	4
35	18	4
36	18	4
37	4	5
38	4	5
39	6	5
40	8	5
41	10	5
42	12	5
43	13	5
44	16	5
45	19	5
46	19	5
47	0	5
48	2	5
49	3	5
50	6	5
51	14	5
52	14	5
53	15	5
54	18	5
55	19	5
56	4	6
57	11	6
58	3	6
59	6	6
60	7	6
61	8	6
62	14	6
63	14	6
64	14	6
65	14	6
66	19	7
67	16	7
68	4	8
69	13	8
70	17	8
71	7	9
72	16	9
73	17	9
74	18	9
75	2	9
76	4	9
77	4	9
78	5	9
79	18	9
80	3	10
81	8	10
82	7	11
83	7	11
84	15	11
85	10	11
86	16	11
87	18	12
88	4	13
89	7	13
90	16	13
91	16	13
92	3	13
93	4	13
94	4	13
95	8	13
96	15	13
97	18	13
98	2	14
99	8	14
100	9	14
101	10	14
102	12	14
103	12	14
104	14	14
105	16	14
106	18	14
107	19	14
108	3	14
109	5	14
110	10	14
111	10	14
112	12	14
113	13	14
114	14	14
115	14	14
116	16	14
117	18	14
118	18	14
119	18	14
120	18	14
121	3	15
122	19	15
123	6	16
124	8	16
125	10	16
126	11	16
127	2	16
128	3	16
129	4	16
130	7	16
131	7	16
132	9	16
133	16	16
134	17	16
135	18	16
136	18	16
137	18	16
138	19	16
139	19	16
140	19	16
141	19	16
142	19	16
143	16	17
144	16	17
145	4	17
146	8	17
147	8	17
148	14	17
149	14	17
150	8	18
151	12	18
152	4	18
153	14	18
154	14	18
155	15	18
156	1	19
157	2	19
158	2	19
159	5	19
160	7	19
161	8	19
162	8	19
163	10	19
164	16	19
165	16	19
166	18	19
167	18	19
168	18	19
169	19	19
170	0	19
171	2	19
172	4	19
173	4	19
174	7	19
175	8	19
176	10	19
177	15	19
178	16	19
179	16	19
180	16	19
181	16	19
182	19	19
183	19	19
184	19	19
185	12	20
186	13	20
187	15	20
188	18	20
189	19	20
190	0	20
191	2	20
192	4	20
193	5	20
194	9	20
195	9	20
196	15	20
197	16	20
198	17	20
199	19	20
