SSM_index	seg_index	subclone_ID
0	2	1
1	4	1
2	5	1
3	9	1
4	9	1
5	9	1
6	3	1
7	4	1
8	4	1
9	5	1
10	6	1
11	8	1
12	0	2
13	1	2
14	1	2
15	2	2
16	2	2
17	3	2
18	4	2
19	4	2
20	4	2
21	4	2
22	4	2
23	4	2
24	6	2
25	6	2
26	7	2
27	7	2
28	8	2
29	8	2
30	8	2
31	8	2
32	8	2
33	9	2
34	9	2
35	9	2
36	9	2
37	2	2
38	2	2
39	2	2
40	4	2
41	4	2
42	4	2
43	4	2
44	5	2
45	5	2
46	5	2
47	5	2
48	5	2
49	6	2
50	6	2
51	6	2
52	6	2
53	6	2
54	7	2
55	7	2
56	1	3
57	6	3
58	3	4
59	7	4
60	1	4
61	5	4
62	7	4
63	6	5
64	0	5
65	4	5
66	7	5
67	9	5
68	1	6
69	6	6
70	9	6
71	1	6
72	1	6
73	3	6
74	9	6
75	9	6
76	9	7
77	5	8
78	4	8
79	9	8
80	4	9
81	7	9
82	9	9
83	1	9
84	3	9
85	4	9
86	6	9
87	9	9
88	6	10
89	6	10
90	0	10
91	2	10
92	2	10
93	6	11
94	4	12
95	4	12
96	5	12
97	5	12
98	5	12
99	6	12
100	6	12
101	9	12
102	0	12
103	1	12
104	2	12
105	2	12
106	4	13
107	4	14
108	4	14
109	4	14
110	4	14
111	5	14
112	5	14
113	5	14
114	6	14
115	7	14
116	0	14
117	1	14
118	1	14
119	2	14
120	2	14
121	6	14
122	8	14
123	8	14
124	8	14
125	6	15
126	7	15
127	7	15
128	0	15
129	1	15
130	1	15
131	2	15
132	6	15
133	6	15
134	8	15
135	6	16
136	6	16
137	6	16
138	7	16
139	0	16
140	0	16
141	0	16
142	1	16
143	1	16
144	1	16
145	1	16
146	1	16
147	2	16
148	2	16
149	6	16
150	6	16
151	6	16
152	3	17
153	3	17
154	7	17
155	7	17
156	7	17
157	0	17
158	2	17
159	3	18
160	4	18
161	4	18
162	5	18
163	7	18
164	9	18
165	0	18
166	0	18
167	2	18
168	6	18
169	6	18
170	6	18
171	6	18
172	6	18
173	8	18
174	8	18
175	8	18
176	8	18
177	4	19
178	9	19
179	9	19
180	0	19
181	0	19
182	3	20
183	3	20
184	3	20
185	6	20
186	6	20
187	6	20
188	7	20
189	7	20
190	9	20
191	9	20
192	9	20
193	9	20
194	9	20
195	9	20
196	9	20
197	0	20
198	0	20
199	0	20
