SSM_index	seg_index	subclone_ID
0	0	1
1	1	1
2	2	1
3	8	1
4	9	1
5	10	1
6	11	1
7	13	1
8	17	1
9	17	1
10	2	1
11	2	1
12	4	1
13	8	1
14	9	1
15	11	1
16	14	1
17	16	1
18	16	1
19	17	1
20	0	2
21	2	2
22	4	2
23	5	2
24	7	2
25	7	2
26	16	2
27	1	2
28	2	2
29	2	2
30	2	2
31	7	2
32	7	2
33	11	2
34	12	2
35	13	2
36	16	2
37	0	3
38	0	3
39	1	3
40	2	3
41	8	3
42	5	3
43	14	3
44	16	3
45	2	4
46	10	4
47	16	4
48	16	4
49	0	5
50	3	5
51	15	5
52	1	6
53	10	6
54	14	6
55	2	6
56	3	6
57	3	6
58	3	6
59	3	6
60	3	6
61	4	6
62	4	6
63	6	6
64	6	6
65	9	6
66	11	6
67	14	6
68	6	7
69	6	7
70	15	7
71	16	7
72	3	7
73	4	7
74	4	7
75	4	7
76	5	7
77	6	7
78	7	7
79	11	7
80	12	7
81	1	8
82	4	8
83	6	8
84	12	8
85	13	8
86	16	8
87	17	8
88	1	8
89	1	8
90	2	8
91	2	8
92	2	8
93	3	8
94	3	8
95	6	8
96	7	8
97	7	8
98	9	8
99	9	8
100	11	8
101	14	8
102	14	8
103	14	8
104	15	8
105	15	8
106	16	8
107	17	8
108	17	8
109	1	9
110	8	10
111	11	10
112	12	10
113	19	10
114	0	10
115	1	10
116	1	10
117	2	10
118	3	10
119	3	10
120	4	10
121	5	10
122	6	10
123	7	10
124	8	10
125	9	10
126	10	10
127	10	10
128	10	10
129	14	10
130	14	10
131	15	10
132	16	10
133	19	10
134	19	11
135	11	11
136	4	12
137	4	12
138	6	12
139	10	12
140	11	12
141	14	12
142	16	12
143	16	12
144	5	13
145	14	13
146	14	13
147	2	13
148	2	13
149	3	13
150	4	13
151	6	13
152	15	13
153	16	13
154	6	14
155	6	14
156	2	14
157	6	14
158	9	14
159	14	14
160	14	14
161	15	14
162	16	14
163	12	15
164	1	16
165	2	16
166	10	16
167	12	16
168	4	16
169	6	16
170	8	16
171	8	16
172	8	16
173	9	16
174	9	16
175	15	16
176	16	16
177	16	16
178	4	17
179	11	17
180	1	17
181	17	18
182	6	18
183	9	18
184	9	18
185	14	18
186	15	18
187	16	18
188	5	19
189	8	19
190	9	19
191	9	19
192	10	19
193	10	19
194	17	19
195	15	20
196	4	20
197	5	20
198	6	20
199	12	20
