CNA_index	seg_index	subclone_ID	phase	change
0	15	1	A	-1
1	17	1	A	-1
2	6	1	B	-1
3	6	2	A	-1
4	7	2	A	-1
5	25	2	A	1
6	29	2	A	-1
7	5	2	B	-1
8	12	2	B	1
9	32	4	A	1
10	4	4	B	1
11	7	4	B	1
12	9	4	B	3
13	32	5	A	1
14	12	5	B	1
15	10	7	A	-1
16	20	7	A	1
17	24	8	A	2
18	35	8	A	-1
19	37	8	A	1
20	22	8	B	-1
21	22	9	A	1
22	26	9	A	2
23	21	9	B	1
24	36	9	B	1
25	26	10	A	1
26	32	10	A	1
27	34	10	A	1
28	29	10	B	1
29	31	11	A	-1
30	4	16	A	-1
31	14	16	A	-1
32	18	16	A	-1
33	3	18	A	-1
34	31	18	A	-1
35	21	18	B	1
36	39	18	B	1
37	21	19	A	-1
38	32	19	A	3
39	14	20	A	-1
