CNA_index	seg_index	subclone_ID	phase	change
0	1	1	A	-1
1	3	1	A	2
2	3	1	B	1
3	9	1	B	-1
4	2	3	A	1
5	8	3	A	-1
6	0	4	A	2
7	2	4	A	1
8	8	4	A	-1
9	0	4	B	-1
10	3	4	B	1
11	4	4	B	-1
12	5	4	B	2
13	2	5	A	1
14	5	8	A	1
15	3	8	B	2
16	2	9	A	1
17	3	10	A	1
18	7	10	A	-1
19	2	11	A	1
20	3	11	A	2
21	2	12	A	2
22	3	12	A	2
23	5	12	B	1
24	8	13	B	-1
25	6	14	A	-1
26	0	15	A	2
27	7	15	A	-1
28	2	15	B	-1
29	3	16	A	1
30	9	16	A	-1
31	5	16	B	1
32	6	16	B	-1
33	3	17	B	1
34	2	18	A	1
35	7	19	A	-1
36	3	19	B	1
37	8	19	B	-1
38	5	20	A	1
39	6	20	A	-1
