CNA_index	seg_index	subclone_ID	phase	change
0	6	1	A	-1
1	3	1	B	1
2	1	2	A	-1
3	8	2	A	1
4	9	2	A	-1
5	1	2	B	1
6	3	2	B	1
7	9	2	B	1
8	2	3	A	2
9	8	3	A	2
10	0	6	A	2
11	3	6	A	-1
12	8	6	A	1
13	0	7	B	-1
14	1	7	B	1
15	3	8	B	1
16	4	9	A	-1
17	7	11	A	1
18	9	11	B	1
19	8	12	A	2
20	9	13	B	1
21	7	14	A	1
22	8	14	A	1
23	9	14	A	-1
24	9	14	B	1
25	1	15	A	-1
26	2	15	A	1
27	8	15	A	2
28	2	15	B	1
29	2	16	A	1
30	5	16	A	1
31	5	16	B	2
32	9	16	B	1
33	0	17	A	1
34	4	17	A	-1
35	7	17	A	1
36	1	17	B	1
37	3	18	A	-1
38	1	18	B	1
39	6	18	B	1
