SSM_index	seg_index	subclone_ID
0	2	1
1	2	1
2	9	1
3	9	1
4	11	1
5	16	1
6	16	1
7	18	1
8	19	1
9	22	1
10	28	1
11	29	1
12	31	1
13	4	1
14	4	1
15	6	1
16	9	1
17	18	1
18	28	1
19	4	2
20	12	2
21	23	2
22	24	2
23	30	2
24	2	2
25	31	2
26	0	3
27	13	3
28	13	3
29	28	3
30	9	3
31	14	3
32	4	4
33	9	4
34	11	4
35	23	4
36	3	4
37	12	4
38	6	5
39	23	5
40	24	5
41	4	6
42	5	6
43	5	6
44	6	6
45	12	6
46	17	6
47	20	6
48	21	6
49	23	6
50	25	6
51	34	6
52	38	6
53	5	6
54	8	6
55	9	6
56	23	6
57	35	6
58	36	6
59	3	7
60	3	7
61	9	7
62	18	7
63	21	7
64	31	7
65	3	7
66	18	7
67	19	7
68	20	7
69	21	7
70	35	7
71	37	7
72	6	8
73	8	8
74	11	8
75	16	8
76	26	8
77	33	8
78	35	8
79	35	8
80	3	8
81	39	8
82	3	9
83	5	9
84	6	9
85	30	9
86	33	9
87	33	9
88	24	9
89	5	10
90	17	10
91	19	10
92	22	10
93	23	10
94	28	10
95	28	10
96	35	10
97	36	10
98	39	10
99	3	10
100	4	10
101	10	10
102	18	10
103	32	10
104	36	10
105	38	10
106	3	11
107	8	11
108	15	11
109	20	11
110	29	11
111	4	11
112	8	11
113	24	11
114	39	11
115	2	12
116	18	12
117	0	12
118	30	12
119	7	13
120	9	13
121	13	13
122	15	13
123	24	13
124	26	13
125	28	13
126	29	13
127	33	13
128	36	13
129	35	13
130	35	13
131	36	13
132	37	13
133	39	13
134	17	14
135	19	14
136	11	14
137	38	14
138	3	15
139	4	15
140	9	15
141	23	15
142	31	15
143	33	15
144	30	15
145	31	15
146	32	15
147	33	15
148	2	16
149	5	16
150	5	16
151	9	16
152	13	16
153	13	16
154	13	16
155	14	16
156	16	16
157	17	16
158	19	16
159	23	16
160	25	16
161	26	16
162	29	16
163	30	16
164	30	16
165	31	16
166	1	16
167	2	16
168	20	16
169	22	16
170	24	16
171	28	16
172	31	16
173	33	16
174	33	16
175	0	17
176	4	17
177	17	17
178	26	17
179	4	18
180	9	18
181	11	18
182	23	18
183	26	18
184	26	18
185	27	18
186	28	18
187	33	18
188	13	18
189	20	18
190	23	18
191	33	18
192	35	18
193	0	19
194	24	19
195	5	20
196	11	20
197	23	20
198	30	20
199	19	20
