SSM_index	CNA_index
0	19
0	28
0	35
1	19
1	28
1	35
2	4
2	22
4	24
4	26
5	13
6	25
7	25
8	3
8	9
8	15
8	18
8	21
8	27
8	34
9	19
9	28
9	35
10	5
10	16
11	12
11	33
11	38
12	12
12	33
12	38
13	24
13	26
14	13
15	14
15	17
16	25
17	3
17	9
17	15
17	18
17	21
17	27
17	34
18	19
18	28
18	35
20	31
21	31
22	10
22	36
23	23
24	23
25	6
26	6
27	6
28	6
29	20
29	37
31	12
31	33
31	38
32	12
32	33
32	38
33	13
34	13
35	29
35	39
36	14
36	17
37	3
37	9
49	10
55	7
55	11
56	12
60	13
61	13
63	14
80	11
82	19
82	28
82	35
84	31
85	22
86	22
87	23
88	23
91	20
91	37
96	33
96	38
97	33
97	38
100	25
101	25
106	28
106	35
107	28
107	35
108	31
109	36
114	30
114	32
115	30
115	32
118	24
118	26
119	24
119	26
121	36
123	28
123	35
124	36
128	33
128	38
134	30
135	29
160	34
161	35
162	36
168	34
169	34
170	34
171	35
172	35
173	35
176	36
181	36
182	37
193	39
