CNA_index	seg_index	subclone_ID	phase	change
0	0	1	A	1
1	11	3	B	-1
2	7	4	A	1
3	13	4	A	1
4	2	5	A	2
5	1	6	A	-1
6	7	6	A	1
7	14	6	A	1
8	0	7	A	1
9	12	7	A	1
10	3	8	A	-1
11	5	9	A	-1
12	8	9	A	-1
13	13	9	A	1
14	15	9	A	-1
15	6	9	B	-1
16	0	10	A	1
17	9	10	A	1
18	11	11	A	-1
19	18	11	A	1
20	15	11	B	-1
21	2	12	A	1
22	13	12	A	1
23	18	12	A	1
24	6	13	A	1
25	12	13	A	2
26	18	13	A	1
27	14	13	B	-1
28	9	14	A	1
29	5	14	B	1
30	1	15	B	1
31	2	16	A	1
32	17	16	B	-1
33	19	17	A	-1
34	1	18	B	1
35	8	19	B	1
36	17	20	A	-1
37	0	20	B	1
38	9	20	B	-1
39	10	20	B	1
