CNA_index	seg_index	subclone_ID	phase	change
0	11	1	A	1
1	5	1	B	2
2	13	1	B	1
3	11	2	A	1
4	15	2	A	1
5	19	2	A	-1
6	4	2	B	1
7	11	2	B	1
8	6	3	A	1
9	7	3	A	3
10	9	3	A	2
11	10	3	A	1
12	11	3	A	2
13	11	3	B	2
14	1	5	A	1
15	6	5	A	1
16	11	5	A	2
17	14	5	B	5
18	6	6	B	1
19	7	6	B	1
20	9	6	B	1
21	18	6	B	-1
22	14	8	B	1
23	10	9	A	1
24	3	9	B	-1
25	5	11	A	-1
26	9	11	B	1
27	2	12	B	1
28	8	12	B	-1
29	16	12	B	-1
30	10	13	A	1
31	0	16	A	1
32	7	16	B	1
33	12	16	B	-1
34	12	17	A	-1
35	14	17	B	2
36	0	19	B	2
37	4	19	B	1
38	10	19	B	1
39	15	19	B	2
