SSM_index	seg_index	subclone_ID
0	14	1
1	30	1
2	1	2
3	24	3
4	39	3
5	23	4
6	2	5
7	5	5
8	9	5
9	11	5
10	12	5
11	15	5
12	20	5
13	22	5
14	23	5
15	26	5
16	28	5
17	28	5
18	33	5
19	36	5
20	37	5
21	37	5
22	37	5
23	38	5
24	39	5
25	2	5
26	3	5
27	5	5
28	8	5
29	9	5
30	9	5
31	9	5
32	19	5
33	20	5
34	22	5
35	23	5
36	27	5
37	27	5
38	32	5
39	38	5
40	3	6
41	4	6
42	6	6
43	9	6
44	10	6
45	12	6
46	14	6
47	15	6
48	18	6
49	18	6
50	25	6
51	39	6
52	2	6
53	2	6
54	3	6
55	5	6
56	7	6
57	10	6
58	10	6
59	14	6
60	23	6
61	23	6
62	32	6
63	32	6
64	34	6
65	37	6
66	37	6
67	5	7
68	13	7
69	15	7
70	26	7
71	26	7
72	26	7
73	36	7
74	37	7
75	7	7
76	7	7
77	10	7
78	10	7
79	12	7
80	18	7
81	25	7
82	25	7
83	26	7
84	33	7
85	39	7
86	6	8
87	12	8
88	19	8
89	34	8
90	38	8
91	33	9
92	2	9
93	19	9
94	29	9
95	9	10
96	12	10
97	23	10
98	34	10
99	34	10
100	10	10
101	26	10
102	2	11
103	3	11
104	6	11
105	8	11
106	28	11
107	38	11
108	2	11
109	9	11
110	19	11
111	21	11
112	24	11
113	2	12
114	4	12
115	9	12
116	12	12
117	15	12
118	18	12
119	23	12
120	32	12
121	32	12
122	32	12
123	37	12
124	37	12
125	38	12
126	2	12
127	4	12
128	6	12
129	12	12
130	13	12
131	14	12
132	19	12
133	20	12
134	20	12
135	23	12
136	27	12
137	33	12
138	38	12
139	10	13
140	10	13
141	18	13
142	22	13
143	9	14
144	10	14
145	15	14
146	20	14
147	26	14
148	28	14
149	33	14
150	2	14
151	5	14
152	6	14
153	10	14
154	15	14
155	16	14
156	21	14
157	33	14
158	34	14
159	22	15
160	23	15
161	28	15
162	34	15
163	38	15
164	3	15
165	23	15
166	28	15
167	6	16
168	7	16
169	0	17
170	5	17
171	5	17
172	9	17
173	15	17
174	36	17
175	39	17
176	17	17
177	20	17
178	22	17
179	26	17
180	29	17
181	32	17
182	33	17
183	34	17
184	8	18
185	10	18
186	21	18
187	28	18
188	2	18
189	15	18
190	38	19
191	2	19
192	18	19
193	22	20
194	39	20
195	8	20
196	9	20
197	10	20
198	10	20
199	28	20
