CNA_index	seg_index	subclone_ID	phase	change
0	1	1	A	-1
1	3	1	A	-1
2	8	1	A	-1
3	12	1	B	1
4	33	2	A	1
5	1	2	B	-1
6	8	2	B	2
7	32	3	A	-1
8	20	4	A	-1
9	28	4	B	-1
10	4	5	A	1
11	6	6	A	-1
12	12	6	A	1
13	25	6	A	2
14	36	6	A	-1
15	38	6	B	-1
16	0	8	A	-1
17	2	8	A	1
18	12	8	A	1
19	29	8	A	-1
20	32	8	B	-1
21	12	9	A	3
22	18	9	A	-1
23	27	9	A	-1
24	15	9	B	-1
25	14	11	A	-1
26	15	11	A	1
27	21	11	A	2
28	15	13	A	1
29	3	13	B	1
30	10	13	B	-1
31	2	14	A	1
32	37	14	A	-1
33	38	14	A	-1
34	4	14	B	-1
35	15	16	A	1
36	22	18	A	-1
37	4	18	B	-1
38	10	20	A	1
39	13	20	A	-1
