CNA_index	seg_index	subclone_ID	phase	change
0	20	2	A	1
1	38	2	B	1
2	27	3	A	-1
3	5	3	B	1
4	8	3	B	1
5	12	3	B	3
6	30	3	B	1
7	10	4	A	1
8	11	5	A	1
9	29	5	A	-1
10	37	5	A	-1
11	0	5	B	-1
12	20	5	B	-1
13	39	5	B	1
14	33	6	A	1
15	1	6	B	1
16	20	6	B	-1
17	13	7	B	1
18	31	7	B	-1
19	29	8	A	-1
20	30	11	A	1
21	4	12	A	-1
22	14	12	A	1
23	20	12	A	1
24	38	12	A	-1
25	37	12	B	1
26	35	13	A	1
27	27	14	B	1
28	29	14	B	2
29	25	15	B	2
30	12	16	B	1
31	33	17	A	1
32	4	19	A	-1
33	13	19	A	1
34	26	19	A	1
35	33	19	A	1
36	4	19	B	-1
37	11	20	A	1
38	27	20	A	-1
39	34	20	B	1
