CNA_index	seg_index	subclone_ID	phase	change
0	5	2	A	1
1	3	3	A	-1
2	16	3	A	-1
3	1	3	B	1
4	2	3	B	-1
5	5	3	B	-1
6	10	3	B	1
7	18	3	B	-1
8	1	4	A	-1
9	5	4	A	1
10	8	4	B	-1
11	12	4	B	-1
12	17	4	B	2
13	18	6	B	-1
14	4	7	A	-1
15	18	7	A	-1
16	15	7	B	-1
17	6	9	A	-1
18	1	9	B	1
19	7	9	B	-1
20	17	9	B	2
21	2	10	A	-1
22	16	12	A	-1
23	7	12	B	-1
24	10	12	B	1
25	17	12	B	1
26	15	14	A	-1
27	1	14	B	1
28	1	17	A	-1
29	17	17	A	1
30	5	17	B	-1
31	11	17	B	2
32	9	18	B	-1
33	17	18	B	2
34	0	19	B	2
35	2	19	B	-1
36	8	19	B	-1
37	16	19	B	-1
38	5	20	A	2
39	6	20	B	-1
