CNA_index	seg_index	subclone_ID	phase	change
0	9	1	A	1
1	20	1	A	-1
2	35	1	A	2
3	26	1	B	-1
4	1	2	A	1
5	28	2	A	2
6	4	3	A	1
7	7	3	A	-1
8	24	3	A	-1
9	34	3	B	-1
10	37	4	A	2
11	10	5	A	-1
12	12	6	A	1
13	27	7	A	1
14	0	9	A	6
15	12	9	A	1
16	8	9	B	1
17	1	10	A	1
18	4	10	A	1
19	20	10	A	-1
20	22	10	B	3
21	27	11	A	1
22	16	11	B	1
23	25	12	B	1
24	14	13	A	1
25	38	13	A	1
26	2	14	A	1
27	9	14	A	1
28	1	14	B	1
29	27	14	B	-1
30	1	16	A	1
31	9	16	A	1
32	15	16	A	-1
33	19	16	B	-1
34	1	17	B	1
35	20	17	B	1
36	22	19	A	-1
37	1	20	A	1
38	12	20	A	1
39	7	20	B	-1
