CNA_index	seg_index	subclone_ID	phase	change
0	1	1	A	-1
1	16	1	A	1
2	22	1	B	1
3	39	2	A	-1
4	9	2	B	1
5	4	4	A	-1
6	4	4	B	1
7	30	5	A	1
8	31	5	B	2
9	35	5	B	-1
10	5	6	A	1
11	39	6	B	-1
12	21	7	B	-1
13	4	8	A	-1
14	8	8	A	-1
15	13	8	A	1
16	37	8	A	1
17	7	8	B	1
18	30	8	B	-1
19	28	9	B	-1
20	36	9	B	1
21	17	11	A	-1
22	25	11	A	1
23	25	12	A	1
24	37	12	A	1
25	29	14	B	-1
26	27	16	A	-1
27	28	16	A	1
28	37	16	A	1
29	6	16	B	-1
30	25	16	B	-1
31	35	16	B	-1
32	8	17	B	1
33	15	17	B	-1
34	31	18	A	-1
35	6	18	B	-1
36	32	19	A	-1
37	7	19	B	1
38	34	19	B	-1
39	35	20	B	-1
