CNA_index	seg_index	subclone_ID	phase	change
0	0	2	A	1
1	8	2	A	1
2	10	3	A	1
3	16	3	B	1
4	6	5	A	1
5	15	6	A	1
6	0	6	B	1
7	2	6	B	1
8	18	6	B	1
9	18	7	A	3
10	1	8	A	1
11	9	8	A	1
12	12	8	A	1
13	17	8	A	1
14	11	8	B	1
15	9	9	A	1
16	13	9	A	-1
17	17	9	A	1
18	6	9	B	2
19	12	10	A	2
20	6	10	B	1
21	7	12	A	1
22	8	13	A	2
23	3	14	A	1
24	12	14	B	-1
25	1	15	A	1
26	19	15	A	1
27	5	16	A	-1
28	18	16	A	1
29	4	16	B	1
30	9	16	B	2
31	1	17	A	1
32	3	18	A	2
33	9	18	A	1
34	13	18	B	1
35	16	18	B	1
36	9	19	A	1
37	9	19	B	1
38	3	20	A	2
39	9	20	B	1
