CNA_index	seg_index	subclone_ID	phase	change
0	3	1	A	1
1	4	1	B	1
2	6	1	B	-1
3	0	2	A	1
4	0	2	B	-1
5	5	2	B	1
6	6	3	A	1
7	3	6	A	2
8	1	7	A	3
9	8	7	B	2
10	4	8	A	1
11	0	9	A	1
12	8	9	A	-1
13	4	9	B	1
14	2	10	A	-1
15	5	10	B	1
16	0	12	A	1
17	5	12	A	-1
18	4	13	A	1
19	1	15	A	1
20	3	15	A	1
21	7	15	A	-1
22	1	15	B	1
23	3	15	B	1
24	4	15	B	1
25	5	15	B	1
26	3	16	B	1
27	0	17	A	3
28	2	17	A	-1
29	3	17	A	1
30	4	17	A	1
31	5	17	A	-1
32	6	17	A	1
33	4	17	B	1
34	7	17	B	1
35	1	18	A	2
36	0	19	A	2
37	2	19	A	-1
38	8	19	B	1
39	3	20	B	2
