CNA_index	seg_index	subclone_ID	phase	change
0	32	1	B	1
1	14	2	A	-1
2	0	2	B	-1
3	30	2	B	1
4	6	5	A	2
5	23	5	A	-1
6	8	5	B	1
7	37	6	B	1
8	38	6	B	-1
9	15	8	B	1
10	1	9	B	-1
11	17	9	B	-1
12	18	9	B	1
13	19	9	B	-1
14	33	9	B	-1
15	20	10	A	1
16	31	10	A	-1
17	3	10	B	1
18	18	13	B	1
19	10	14	B	1
20	3	15	A	1
21	19	15	A	-1
22	30	15	A	-1
23	4	15	B	1
24	15	15	B	2
25	26	16	A	-1
26	35	16	A	1
27	6	16	B	1
28	16	16	B	-1
29	32	16	B	1
30	2	17	A	1
31	21	18	B	-1
32	10	19	B	1
33	18	19	B	1
34	22	19	B	4
35	7	20	A	-1
36	22	20	A	-1
37	7	20	B	-1
38	25	20	B	-1
39	32	20	B	2
