CNA_index	seg_index	subclone_ID	phase	change
0	10	1	A	3
1	4	1	B	1
2	20	3	A	1
3	22	3	A	2
4	21	3	B	-1
5	12	4	B	-1
6	13	6	A	1
7	37	6	A	1
8	11	8	B	1
9	21	9	A	-1
10	15	9	B	1
11	38	9	B	1
12	3	10	A	1
13	17	10	A	1
14	19	10	A	1
15	9	10	B	1
16	36	10	B	1
17	19	12	B	-1
18	35	14	B	-1
19	29	15	A	-1
20	33	15	B	2
21	3	16	A	1
22	27	16	A	1
23	4	16	B	1
24	32	16	B	2
25	10	17	A	1
26	33	17	A	1
27	5	18	A	1
28	9	18	A	1
29	13	18	A	1
30	34	18	A	1
31	21	19	A	-1
32	39	19	A	-1
33	11	19	B	1
34	27	19	B	1
35	33	19	B	2
36	36	20	A	-1
37	2	20	B	1
38	15	20	B	3
39	21	20	B	-1
