CNA_index	seg_index	subclone_ID	phase	change
0	0	1	A	-1
1	27	1	B	2
2	7	2	B	-1
3	12	2	B	2
4	34	2	B	1
5	12	3	B	1
6	22	3	B	-1
7	32	4	B	4
8	39	4	B	-1
9	0	5	B	3
10	4	5	B	-1
11	24	5	B	1
12	32	6	B	1
13	9	7	B	-1
14	21	8	B	2
15	36	8	B	-1
16	28	9	B	-1
17	4	10	A	-1
18	1	10	B	-1
19	2	10	B	1
20	25	10	B	1
21	2	11	A	-1
22	24	11	B	4
23	34	11	B	1
24	19	12	B	-1
25	6	13	A	-1
26	12	13	A	1
27	3	15	A	1
28	6	17	A	-1
29	9	17	A	-1
30	12	17	A	1
31	21	17	A	2
32	0	17	B	1
33	25	18	A	1
34	33	18	A	-1
35	20	19	A	-1
36	26	19	A	-1
37	35	19	A	1
38	28	19	B	-1
39	33	20	B	-1
