CNA_index	seg_index	subclone_ID	phase	change
0	34	1	A	1
1	33	1	B	1
2	39	2	A	1
3	10	2	B	-1
4	35	2	B	-1
5	6	3	A	-1
6	14	3	B	-1
7	3	5	B	1
8	8	6	A	1
9	16	6	A	3
10	30	6	A	-1
11	0	6	B	-1
12	30	6	B	1
13	12	7	A	1
14	39	7	A	2
15	1	8	A	1
16	33	8	A	1
17	1	9	A	1
18	38	9	A	-1
19	18	10	A	-1
20	29	10	A	-1
21	16	10	B	-1
22	1	11	A	1
23	14	11	A	-1
24	23	11	B	1
25	0	12	A	-1
26	25	12	A	1
27	28	12	A	1
28	32	12	A	1
29	27	12	B	-1
30	32	13	A	1
31	7	13	B	2
32	28	13	B	2
33	3	16	B	1
34	21	16	B	-1
35	35	16	B	-1
36	15	17	A	1
37	28	17	B	2
38	15	18	B	-1
39	32	19	B	-1
