CNA_index	seg_index	subclone_ID	phase	change
0	6	1	A	-1
1	7	1	A	1
2	0	2	A	1
3	7	2	A	2
4	3	2	B	3
5	4	2	B	-1
6	7	2	B	1
7	9	2	B	1
8	8	3	B	-1
9	2	4	A	-1
10	3	4	A	-1
11	7	4	A	1
12	2	4	B	2
13	8	5	A	1
14	3	6	A	-1
15	5	7	A	1
16	7	7	A	1
17	8	7	A	1
18	1	7	B	-1
19	3	7	B	1
20	8	7	B	-1
21	7	8	A	1
22	8	8	A	1
23	9	8	A	1
24	4	10	A	1
25	7	10	A	1
26	4	10	B	-1
27	7	10	B	2
28	4	11	A	1
29	7	11	A	2
30	5	11	B	1
31	2	12	A	-1
32	2	13	B	1
33	8	14	A	1
34	2	15	B	1
35	8	17	A	1
36	2	17	B	1
37	9	17	B	1
38	9	19	A	1
39	2	19	B	2
