CNA_index	seg_index	subclone_ID	phase	change
0	12	1	B	1
1	16	1	B	1
2	6	2	A	1
3	13	3	A	1
4	12	3	B	1
5	19	4	A	1
6	4	4	B	1
7	5	4	B	2
8	17	4	B	1
9	3	6	A	1
10	8	6	A	1
11	11	6	A	-1
12	1	6	B	1
13	17	6	B	1
14	14	7	A	-1
15	1	7	B	2
16	5	7	B	1
17	4	8	A	1
18	6	8	A	1
19	9	8	A	1
20	13	8	B	1
21	16	8	B	1
22	9	9	B	-1
23	13	10	A	1
24	14	10	B	-1
25	9	11	A	1
26	10	12	A	-1
27	13	12	B	1
28	7	14	B	1
29	8	14	B	-1
30	2	15	A	-1
31	12	15	A	-1
32	3	15	B	-1
33	4	15	B	1
34	5	15	B	1
35	1	17	A	1
36	7	17	A	-1
37	2	17	B	-1
38	1	18	B	2
39	17	20	B	1
