SSM_index	CNA_index
0	16
1	16
2	16
3	1
4	1
5	2
6	2
7	2
8	2
9	12
9	14
9	17
10	15
11	15
12	5
12	6
12	18
13	0
13	5
13	6
13	18
14	3
15	3
16	3
17	13
18	13
26	4
27	4
31	7
32	7
33	7
34	7
35	7
36	7
42	16
43	16
44	1
45	1
46	1
47	2
48	2
49	2
50	2
51	2
52	12
52	14
52	17
53	12
53	14
53	17
54	12
54	14
54	17
55	12
55	14
55	17
56	15
57	15
58	5
58	6
58	18
59	5
59	6
59	18
60	5
60	6
60	18
61	5
61	6
61	18
62	3
63	3
64	3
65	3
66	13
67	13
73	4
74	4
75	4
78	7
79	7
80	7
81	7
85	19
87	15
88	13
92	4
93	4
94	16
95	12
95	14
95	17
96	5
96	6
96	18
97	13
99	5
99	6
99	18
100	13
102	7
103	7
104	7
105	16
106	15
107	5
107	6
107	18
108	16
109	13
111	12
111	14
111	17
112	15
113	5
113	6
113	18
114	5
114	6
114	18
115	13
116	13
117	13
119	7
120	7
121	7
125	6
125	18
126	13
136	6
137	6
138	6
155	11
156	11
166	11
167	16
168	15
169	15
171	19
172	19
176	19
177	18
178	18
184	19
186	16
187	16
188	18
189	18
190	18
197	18
