SSM_index	CNA_index
0	1
0	26
1	7
1	21
1	27
1	38
2	2
2	8
3	10
5	32
7	22
8	1
28	6
28	14
28	20
28	29
28	35
28	37
29	7
29	21
29	27
29	38
30	15
31	10
32	30
33	30
34	30
37	16
37	34
38	25
41	26
43	32
44	19
44	23
45	19
45	23
46	13
46	19
46	23
47	21
47	27
47	38
49	30
50	30
55	16
55	34
56	31
58	25
59	28
60	28
63	18
65	30
66	31
67	28
68	26
69	26
70	29
70	35
70	37
71	34
72	24
72	33
72	36
72	39
73	23
75	25
81	29
81	35
81	37
82	29
82	35
82	37
87	24
87	33
87	36
87	39
90	29
90	35
90	37
92	30
93	30
95	33
95	36
95	39
96	33
96	36
96	39
98	38
100	30
103	29
103	35
103	37
105	33
105	36
105	39
106	33
106	36
106	39
114	35
114	37
115	35
115	37
119	34
120	36
120	39
132	36
138	38
179	39
