SSM_index	CNA_index
0	5
1	5
3	8
5	16
7	14
9	6
10	2
10	18
11	2
11	18
13	16
14	5
15	5
16	12
17	6
18	6
19	14
20	14
21	2
21	18
22	13
23	11
26	3
26	10
26	15
27	13
28	11
33	7
33	17
51	4
53	10
53	15
54	13
55	8
56	8
57	9
58	9
59	9
62	5
65	19
66	19
67	12
68	14
69	14
70	14
71	14
74	18
75	13
78	9
86	19
89	14
90	14
92	18
93	18
94	18
95	18
96	18
97	18
98	10
98	15
99	10
99	15
100	13
103	11
110	16
111	16
131	19
132	19
133	19
134	19
135	19
136	19
137	12
138	12
141	14
142	14
143	14
144	13
149	18
150	18
151	18
152	18
153	15
154	15
155	15
159	16
161	19
162	19
163	19
168	17
170	19
171	17
174	18
176	19
