CNA_index	seg_index	subclone_ID	phase	change
0	3	1	A	-1
1	8	2	B	2
2	5	4	A	-1
3	0	4	B	1
4	8	4	B	1
5	0	5	A	-1
6	4	5	B	-1
7	5	5	B	1
8	1	7	B	2
9	7	7	B	-1
10	8	7	B	1
11	6	8	A	-1
12	9	8	A	2
13	8	8	B	5
14	8	9	A	-1
15	3	9	B	-1
16	8	9	B	1
17	0	10	B	1
18	6	10	B	-1
19	8	10	B	1
20	8	11	B	3
21	0	12	B	1
22	2	12	B	-1
23	3	12	B	-1
24	5	13	B	1
25	1	14	B	1
26	8	14	B	1
27	0	17	B	1
28	1	17	B	1
29	6	17	B	-1
30	8	17	B	1
31	4	18	A	-1
32	9	18	A	2
33	8	18	B	2
34	2	19	B	-1
35	5	19	B	1
36	8	19	B	3
37	8	20	A	-1
38	1	20	B	2
39	3	20	B	-1
