SSM_index	CNA_index
8	2
9	2
29	6
29	13
29	34
30	18
30	19
30	39
31	3
31	7
31	36
32	20
33	35
34	16
34	32
35	23
36	4
36	38
37	4
37	38
38	5
38	30
39	17
39	33
40	17
40	33
41	14
41	24
42	15
43	25
50	8
50	37
51	8
51	37
52	38
61	8
69	21
69	26
69	31
70	27
71	32
72	22
72	28
73	29
74	30
75	33
76	33
77	24
81	25
84	20
85	20
86	21
86	26
86	31
87	21
87	26
87	31
88	32
89	32
90	32
91	22
91	28
92	29
93	29
95	30
96	30
97	30
98	30
99	10
100	10
102	25
103	25
104	25
105	25
106	25
107	25
108	25
109	25
110	25
111	25
114	16
146	25
147	25
148	29
150	39
151	27
152	32
154	29
182	38
183	38
184	38
