CNA_index	seg_index	subclone_ID	phase	change
0	33	1	A	1
1	4	1	B	-1
2	6	1	B	-1
3	23	4	A	-1
4	30	4	A	-1
5	36	4	A	-1
6	3	4	B	2
7	9	4	B	2
8	27	5	A	-1
9	38	5	A	1
10	13	5	B	-1
11	32	5	B	1
12	10	6	A	1
13	11	6	A	-1
14	24	6	B	1
15	28	8	B	-1
16	4	9	A	1
17	38	9	A	2
18	10	9	B	-1
19	20	10	A	-1
20	14	11	A	3
21	8	11	B	-1
22	6	12	A	-1
23	22	12	A	1
24	26	12	A	-1
25	38	12	A	1
26	15	12	B	-1
27	10	13	A	2
28	38	13	B	2
29	38	14	A	1
30	1	15	A	-1
31	33	15	A	1
32	3	17	A	1
33	29	17	B	-1
34	5	19	A	1
35	31	19	A	-1
36	13	20	A	-1
37	21	20	A	-1
38	11	20	B	-1
39	18	20	B	-1
