CNA_index	seg_index	subclone_ID	phase	change
0	30	2	A	1
1	38	2	A	-1
2	17	3	A	2
3	13	3	B	-1
4	14	5	A	-1
5	34	5	A	-1
6	0	5	B	7
7	3	5	B	2
8	16	7	B	-1
9	34	7	B	1
10	2	10	B	1
11	33	10	B	1
12	16	11	A	-1
13	18	11	A	1
14	35	11	A	-1
15	25	11	B	-1
16	3	12	A	-1
17	6	12	A	-1
18	9	12	A	-1
19	20	12	A	-1
20	32	12	A	-1
21	12	12	B	-1
22	18	12	B	-1
23	39	12	B	-1
24	27	13	B	-1
25	24	14	A	-1
26	5	15	A	-1
27	7	15	B	-1
28	11	15	B	2
29	4	16	A	-1
30	7	16	A	-1
31	28	16	A	-1
32	33	16	A	-1
33	0	17	B	1
34	3	17	B	2
35	6	17	B	1
36	24	19	A	-1
37	2	19	B	1
38	10	20	B	-1
39	19	20	B	1
