SSM_index	CNA_index
0	8
1	8
2	8
3	8
4	20
5	20
6	15
6	24
7	2
7	28
8	2
8	28
9	12
10	3
11	3
13	0
13	13
13	16
13	21
14	13
14	16
14	21
15	13
15	16
15	21
16	13
16	16
16	21
22	4
22	9
22	17
22	29
23	4
23	9
23	17
23	29
24	14
25	6
25	22
27	7
27	26
28	23
29	23
30	1
30	23
31	11
31	27
32	11
32	27
33	8
34	8
35	15
35	24
36	15
36	24
37	12
38	18
38	25
39	18
39	25
43	13
43	16
43	21
44	13
44	16
44	21
45	13
45	16
45	21
46	26
47	23
48	11
48	27
49	20
50	15
50	24
51	15
51	24
56	13
56	16
56	21
59	19
60	26
61	23
64	22
65	26
68	23
69	23
70	20
71	15
71	24
72	15
72	24
73	18
73	25
74	18
74	25
75	18
75	25
80	16
80	21
81	16
81	21
87	17
88	17
89	22
90	22
93	23
94	23
95	23
96	23
97	27
99	15
101	16
102	16
114	24
115	21
117	27
119	25
135	27
144	36
152	34
153	34
154	37
155	37
160	35
164	39
165	39
171	36
179	39
