CNA_index	seg_index	subclone_ID	phase	change
0	8	1	B	1
1	5	2	A	1
2	17	2	A	-1
3	8	2	B	1
4	11	2	B	-1
5	2	3	A	-1
6	11	3	A	-1
7	8	4	A	1
8	2	4	B	1
9	4	4	B	-1
10	5	4	B	-1
11	8	5	B	1
12	17	5	B	1
13	4	6	A	1
14	9	7	A	-1
15	5	7	B	-1
16	10	7	B	-1
17	7	8	B	-1
18	8	8	B	1
19	18	10	B	-1
20	4	11	A	2
21	13	11	B	-1
22	4	12	A	1
23	1	12	B	-1
24	8	12	B	1
25	18	12	B	-1
26	6	13	A	1
27	12	13	B	-1
28	19	14	B	-1
29	1	15	A	-1
30	13	15	B	-1
31	3	17	B	1
32	4	17	B	-1
33	8	18	A	1
34	4	18	B	-1
35	5	18	B	-1
36	2	19	B	1
37	6	19	B	1
38	13	19	B	-1
39	19	20	B	-1
