CNA_index	seg_index	subclone_ID	phase	change
0	5	2	A	2
1	4	3	A	-1
2	9	3	A	1
3	9	3	B	-1
4	0	4	A	-1
5	4	4	B	1
6	3	5	B	1
7	5	5	B	-1
8	5	6	A	1
9	8	6	B	1
10	1	7	A	-1
11	5	8	A	2
12	9	8	A	1
13	1	8	B	-1
14	6	8	B	2
15	7	8	B	-1
16	5	9	A	1
17	5	9	B	-1
18	3	10	A	1
19	5	11	A	1
20	2	12	A	2
21	5	12	A	2
22	6	12	A	-1
23	7	12	A	-1
24	2	12	B	1
25	4	12	B	1
26	9	13	A	1
27	3	13	B	1
28	5	14	B	-1
29	1	15	A	-1
30	5	15	A	2
31	6	15	A	-1
32	2	16	A	1
33	5	17	A	1
34	7	18	A	-1
35	9	18	A	1
36	2	18	B	1
37	2	19	A	1
38	8	19	A	-1
39	2	20	A	1
