CNA_index	seg_index	subclone_ID	phase	change
0	18	1	A	2
1	3	2	A	-1
2	18	3	A	1
3	9	4	A	1
4	16	4	A	1
5	1	4	B	1
6	11	4	B	1
7	16	4	B	-1
8	6	5	A	1
9	11	5	A	2
10	16	5	A	1
11	17	6	A	1
12	19	6	A	2
13	0	6	B	1
14	5	7	A	-1
15	16	7	A	2
16	12	8	A	1
17	8	9	A	1
18	12	9	A	1
19	11	9	B	1
20	4	10	A	-1
21	10	11	A	2
22	0	12	A	1
23	13	12	A	1
24	11	12	B	2
25	5	13	A	-1
26	12	13	A	1
27	19	13	A	1
28	4	13	B	-1
29	10	14	A	1
30	0	16	A	1
31	3	16	A	-1
32	10	16	A	2
33	9	16	B	-1
34	12	17	A	1
35	13	17	A	2
36	0	20	A	1
37	18	20	A	1
38	6	20	B	-1
39	18	20	B	-1
