CNA_index	seg_index	subclone_ID	phase	change
0	5	2	A	-1
1	8	2	B	-1
2	20	2	B	-1
3	27	3	A	-1
4	19	3	B	-1
5	36	5	A	-1
6	13	5	B	1
7	39	5	B	-1
8	8	7	A	-1
9	11	8	A	-1
10	15	9	B	1
11	25	10	B	-1
12	10	11	A	-1
13	21	11	A	-1
14	3	11	B	-1
15	11	11	B	-1
16	30	11	B	-1
17	3	12	A	-1
18	25	12	A	-1
19	34	12	B	-1
20	14	13	A	1
21	32	13	A	1
22	38	13	A	1
23	21	13	B	1
24	15	14	A	-1
25	32	14	A	1
26	29	15	B	-1
27	0	16	A	-1
28	35	16	A	3
29	11	16	B	-1
30	24	16	B	-1
31	9	17	A	-1
32	25	17	A	-1
33	29	18	A	-1
34	31	18	A	-1
35	3	18	B	-1
36	10	19	B	-1
37	1	20	B	1
38	36	20	B	-1
39	38	20	B	-1
