CNA_index	seg_index	subclone_ID	phase	change
0	13	1	B	1
1	13	3	A	1
2	4	3	B	1
3	7	3	B	2
4	9	3	B	-1
5	10	3	B	1
6	21	3	B	2
7	37	3	B	-1
8	13	4	B	1
9	22	4	B	-1
10	27	4	B	1
11	31	4	B	2
12	9	6	A	1
13	25	6	A	-1
14	30	6	B	2
15	25	7	A	-1
16	27	7	B	1
17	33	7	B	2
18	29	8	A	-1
19	32	9	B	-1
20	24	10	A	1
21	26	10	A	-1
22	8	10	B	1
23	4	11	B	1
24	16	11	B	-1
25	13	12	B	1
26	19	12	B	1
27	31	13	B	1
28	17	14	A	1
29	26	14	B	-1
30	26	16	A	-1
31	27	16	A	1
32	36	16	A	1
33	2	16	B	1
34	7	16	B	1
35	13	16	B	1
36	17	16	B	2
37	24	17	A	1
38	30	17	A	-1
39	20	19	B	2
