SSM_index	CNA_index
12	4
13	11
16	3
16	34
17	17
17	21
22	5
23	31
24	2
24	16
24	26
25	14
26	14
30	1
30	36
31	1
31	36
32	10
32	15
32	19
32	37
34	38
35	6
35	12
36	6
36	12
38	27
38	32
39	27
39	32
41	28
42	28
43	28
44	28
45	20
46	20
47	33
48	33
49	33
50	8
51	30
52	30
53	30
54	29
54	35
56	16
56	26
58	36
60	6
60	12
62	28
63	28
64	8
66	13
67	22
68	14
70	38
71	24
72	28
73	11
74	14
75	12
76	39
77	11
81	13
82	18
82	23
83	18
83	23
85	14
86	14
88	36
90	38
91	28
92	20
93	29
93	35
95	39
97	17
97	21
99	22
100	15
100	19
100	37
103	24
105	33
109	26
110	16
110	26
111	16
111	26
114	24
115	24
116	24
117	27
117	32
118	28
119	30
120	30
121	30
123	17
123	21
124	17
124	21
128	38
130	18
130	23
132	36
134	24
135	25
136	27
136	32
138	28
139	29
139	35
140	29
140	35
144	21
149	36
150	36
151	36
152	37
155	24
158	28
159	28
161	33
163	26
164	28
173	34
184	35
185	35
186	35
188	39
