CNA_index	seg_index	subclone_ID	phase	change
0	6	3	B	-1
1	3	4	B	1
2	5	6	A	-1
3	6	6	A	2
4	5	6	B	1
5	5	7	B	3
6	7	8	B	-1
7	3	9	A	1
8	6	10	A	1
9	3	10	B	1
10	5	10	B	1
11	3	11	A	2
12	4	11	A	-1
13	1	11	B	1
14	2	11	B	-1
15	6	11	B	-1
16	6	12	A	1
17	0	13	B	-1
18	5	13	B	2
19	6	13	B	-1
20	6	14	A	2
21	9	14	A	-1
22	3	14	B	2
23	6	15	A	1
24	1	15	B	1
25	1	16	A	1
26	8	16	B	-1
27	9	16	B	3
28	2	17	A	1
29	3	17	A	1
30	4	17	A	-1
31	9	17	A	-1
32	2	18	B	-1
33	4	18	B	1
34	9	18	B	1
35	1	19	B	1
36	4	19	B	1
37	6	19	B	-1
38	6	20	A	1
39	8	20	B	-1
