CNA_index	seg_index	subclone_ID	phase	change
0	0	1	A	2
1	5	1	B	1
2	3	2	A	1
3	0	4	A	1
4	5	4	A	-1
5	7	4	A	-1
6	9	4	A	-1
7	2	4	B	1
8	3	4	B	-1
9	0	5	A	1
10	4	5	A	1
11	2	5	B	1
12	4	5	B	1
13	6	5	B	-1
14	8	5	B	-1
15	0	6	A	1
16	7	6	A	-1
17	8	6	B	-1
18	0	7	A	1
19	1	7	A	-1
20	0	7	B	-1
21	0	8	A	1
22	5	8	A	-1
23	6	8	A	-1
24	5	8	B	1
25	9	8	B	-1
26	5	9	B	1
27	0	11	A	3
28	1	11	A	-1
29	7	12	B	1
30	2	13	B	2
31	3	16	A	1
32	2	17	B	1
33	4	17	B	1
34	0	19	A	2
35	1	19	A	-1
36	4	19	A	1
37	0	19	B	-1
38	4	20	B	1
39	7	20	B	1
