CNA_index	seg_index	subclone_ID	phase	change
0	10	1	B	1
1	13	1	B	1
2	12	2	B	-1
3	23	2	B	-1
4	21	3	B	-1
5	29	5	A	-1
6	24	5	B	1
7	35	5	B	3
8	2	6	A	1
9	8	6	A	-1
10	13	6	A	-1
11	21	6	A	-1
12	2	6	B	2
13	16	7	A	1
14	38	7	B	-1
15	6	8	A	-1
16	9	9	B	3
17	38	9	B	-1
18	18	10	A	-1
19	10	10	B	1
20	8	11	B	-1
21	17	11	B	1
22	12	12	B	-1
23	28	12	B	-1
24	35	12	B	1
25	36	12	B	-1
26	7	13	B	-1
27	20	14	B	-1
28	38	14	B	-1
29	19	15	B	1
30	2	16	B	1
31	4	18	A	-1
32	2	18	B	1
33	6	18	B	2
34	15	18	B	1
35	14	19	A	-1
36	30	19	A	1
37	38	19	A	1
38	19	19	B	1
39	31	20	A	1
