SSM_index	CNA_index
0	27
1	27
2	8
2	28
3	8
3	28
4	6
4	21
5	6
5	21
6	6
6	21
7	6
7	21
8	9
8	11
9	17
9	35
10	17
10	35
11	17
11	35
12	23
12	32
12	37
13	23
13	32
13	37
14	12
14	24
15	12
15	24
16	12
16	24
17	14
17	29
17	30
18	14
18	29
18	30
20	15
20	22
20	31
21	15
21	22
21	31
22	36
23	36
24	5
24	7
24	10
24	16
24	19
24	33
24	38
25	34
25	39
26	13
26	20
27	13
27	20
28	13
28	20
29	13
29	20
30	27
31	6
31	21
32	6
32	21
33	23
33	32
33	37
34	23
34	32
34	37
37	8
38	8
39	9
39	11
40	17
40	35
41	32
41	37
43	11
44	17
45	17
46	37
47	14
50	11
52	11
53	17
54	37
55	37
58	14
60	15
69	17
70	37
71	37
72	37
73	37
74	37
82	15
85	16
85	38
86	39
87	39
101	27
102	28
103	28
104	21
105	18
105	25
106	29
108	22
109	22
110	22
111	28
112	28
113	21
114	21
115	21
117	23
118	25
123	23
124	24
131	28
133	25
134	29
135	29
138	29
160	32
163	31
164	34
168	35
169	35
170	32
171	32
177	33
182	35
183	36
