CNA_index	seg_index	subclone_ID	phase	change
0	1	2	A	1
1	7	2	A	2
2	11	2	A	2
3	6	2	B	-1
4	16	2	B	-1
5	16	3	A	2
6	3	3	B	1
7	1	4	A	1
8	3	4	A	-1
9	5	4	B	2
10	1	5	A	1
11	16	5	A	2
12	1	5	B	-1
13	11	6	A	1
14	16	6	A	2
15	8	7	A	1
16	12	7	A	1
17	2	8	A	1
18	19	8	A	1
19	14	9	A	1
20	0	9	B	-1
21	9	9	B	1
22	10	10	B	1
23	6	11	A	1
24	15	11	A	1
25	16	11	A	1
26	8	12	A	1
27	3	13	A	-1
28	1	13	B	-1
29	10	13	B	1
30	4	14	A	-1
31	6	14	A	1
32	15	14	A	1
33	18	14	A	1
34	6	17	A	2
35	16	17	A	3
36	18	17	B	-1
37	0	19	A	-1
38	6	19	A	6
39	7	19	A	1
