CNA_index	seg_index	subclone_ID	phase	change
0	7	1	B	1
1	8	2	A	1
2	6	2	B	2
3	6	3	B	1
4	7	4	A	2
5	1	5	B	2
6	7	6	A	1
7	6	7	B	1
8	2	8	B	1
9	3	8	B	-1
10	6	8	B	1
11	8	8	B	1
12	9	8	B	-1
13	0	9	B	1
14	6	9	B	1
15	2	11	A	-1
16	8	11	A	1
17	9	11	A	-1
18	4	11	B	3
19	1	12	B	1
20	5	13	B	-1
21	8	13	B	1
22	9	13	B	-1
23	0	14	A	-1
24	3	14	A	-1
25	4	14	A	-1
26	5	14	A	-1
27	4	15	A	-1
28	7	15	A	2
29	3	15	B	-1
30	8	15	B	2
31	6	16	A	-1
32	7	16	A	1
33	8	16	A	1
34	9	16	B	-1
35	9	17	A	-1
36	8	17	B	1
37	7	18	A	2
38	3	19	A	-1
39	8	19	A	1
