CNA_index	seg_index	subclone_ID	phase	change
0	28	2	A	-1
1	12	3	A	-1
2	13	4	B	2
3	20	5	A	-1
4	20	5	B	-1
5	28	5	B	-1
6	18	6	B	1
7	32	7	A	-1
8	38	7	B	2
9	37	8	A	-1
10	38	8	B	2
11	23	9	A	1
12	13	9	B	1
13	18	9	B	1
14	25	9	B	-1
15	4	10	A	-1
16	1	11	A	-1
17	7	11	A	-1
18	38	11	B	1
19	25	12	A	-1
20	23	12	B	-1
21	37	12	B	-1
22	39	12	B	-1
23	5	13	A	2
24	19	14	A	4
25	17	14	B	-1
26	32	14	B	2
27	11	15	A	1
28	19	15	B	-1
29	5	17	B	-1
30	13	17	B	1
31	21	17	B	1
32	32	17	B	1
33	13	18	A	-1
34	2	18	B	3
35	14	19	A	-1
36	14	19	B	1
37	2	20	B	2
38	13	20	B	2
39	26	20	B	-1
