CNA_index	seg_index	subclone_ID	phase	change
0	2	1	A	-1
1	24	1	A	-1
2	30	1	A	-1
3	12	1	B	-1
4	29	1	B	1
5	18	2	A	-1
6	30	2	B	1
7	9	3	A	1
8	32	4	A	1
9	9	5	A	1
10	35	5	B	-1
11	3	6	A	-1
12	23	8	A	-1
13	25	8	A	1
14	15	8	B	-1
15	30	8	B	1
16	7	9	A	1
17	8	9	B	-1
18	10	10	B	1
19	0	11	A	-1
20	19	11	A	-1
21	26	11	A	1
22	39	11	B	1
23	39	13	B	1
24	28	14	A	1
25	18	14	B	-1
26	31	15	A	-1
27	5	16	A	-1
28	11	16	A	1
29	20	16	A	-1
30	38	16	A	-1
31	15	16	B	-1
32	16	16	B	1
33	22	16	B	1
34	0	19	B	-1
35	1	19	B	-1
36	27	19	B	2
37	17	20	A	-1
38	35	20	A	-1
39	9	20	B	-1
