SSM_index	seg_index	subclone_ID
0	2	1
1	5	1
2	7	1
3	9	1
4	3	1
5	9	1
6	0	2
7	2	2
8	9	2
9	2	2
10	5	2
11	7	2
12	0	3
13	0	3
14	1	3
15	3	3
16	6	3
17	8	3
18	9	3
19	9	3
20	9	3
21	0	3
22	1	3
23	1	3
24	2	3
25	2	3
26	2	3
27	2	3
28	3	3
29	3	3
30	5	3
31	5	3
32	6	3
33	7	3
34	3	4
35	8	4
36	8	4
37	9	4
38	9	4
39	9	4
40	2	4
41	3	4
42	5	4
43	5	4
44	6	4
45	9	4
46	0	5
47	1	5
48	2	5
49	4	5
50	6	5
51	6	5
52	9	5
53	9	5
54	0	5
55	2	5
56	5	5
57	5	5
58	5	5
59	5	5
60	6	5
61	6	5
62	8	5
63	9	5
64	9	5
65	1	6
66	1	6
67	2	6
68	2	6
69	2	6
70	3	6
71	5	6
72	5	6
73	5	6
74	5	6
75	5	6
76	5	6
77	6	6
78	6	6
79	6	6
80	6	6
81	6	6
82	7	6
83	7	6
84	7	6
85	8	6
86	9	6
87	9	6
88	9	6
89	9	6
90	9	6
91	1	6
92	2	6
93	2	6
94	3	6
95	3	6
96	3	6
97	4	6
98	5	6
99	5	6
100	6	6
101	6	6
102	6	6
103	9	6
104	7	7
105	5	7
106	1	8
107	2	8
108	3	8
109	3	8
110	5	8
111	9	8
112	3	8
113	9	9
114	6	9
115	9	9
116	3	10
117	4	10
118	9	10
119	0	11
120	6	11
121	8	11
122	0	11
123	4	11
124	0	12
125	8	12
126	8	12
127	9	12
128	2	12
129	3	12
130	3	12
131	0	13
132	1	13
133	3	13
134	5	13
135	6	13
136	9	13
137	0	13
138	3	13
139	3	13
140	4	13
141	8	13
142	1	14
143	3	14
144	5	14
145	6	14
146	7	14
147	8	14
148	0	14
149	1	14
150	1	14
151	5	14
152	5	14
153	5	14
154	6	14
155	7	14
156	1	15
157	6	15
158	3	16
159	3	16
160	3	16
161	5	16
162	5	16
163	1	16
164	1	16
165	3	16
166	5	16
167	5	16
168	5	16
169	6	16
170	6	16
171	8	16
172	3	17
173	3	17
174	5	17
175	1	18
176	3	18
177	3	18
178	3	18
179	5	18
180	2	18
181	6	18
182	9	18
183	0	19
184	1	19
185	3	19
186	9	19
187	0	19
188	2	19
189	2	19
190	3	19
191	3	19
192	5	19
193	5	19
194	8	19
195	6	20
196	0	20
197	1	20
198	1	20
199	3	20
