SSM_index	CNA_index
0	20
1	32
2	21
3	21
4	27
5	28
7	12
9	1
9	5
9	7
9	13
9	16
9	29
9	31
10	1
10	5
10	7
10	13
10	16
10	29
10	31
11	17
11	36
12	19
13	19
14	19
15	19
16	8
16	25
17	8
17	25
22	32
23	32
25	21
26	27
27	27
28	22
29	37
30	24
31	26
34	12
35	30
36	35
36	39
38	19
39	8
39	25
42	8
42	25
43	17
43	36
44	35
44	39
45	32
46	9
47	18
50	20
52	9
54	10
54	14
66	32
69	21
71	27
73	17
74	17
77	19
81	20
82	20
83	20
84	20
85	20
86	32
87	32
91	21
92	21
97	27
98	28
108	35
111	19
112	19
113	25
119	32
121	27
122	33
123	35
125	25
126	25
127	25
131	32
136	27
151	28
158	30
171	32
172	32
176	35
188	32
