SSM_index	CNA_index
1	11
1	34
1	36
7	23
7	32
10	16
10	27
10	29
11	3
12	5
13	13
14	13
15	14
15	22
15	31
16	14
16	22
16	31
17	11
17	34
17	36
18	11
18	34
18	36
22	7
22	17
22	19
22	24
22	37
23	7
23	17
23	19
23	24
23	37
29	2
29	20
29	25
29	35
29	38
29	39
31	23
31	32
32	23
32	32
35	13
36	6
36	21
36	30
37	14
37	22
37	31
38	14
38	22
38	31
43	7
43	17
43	19
43	24
43	37
45	8
45	28
46	23
46	32
47	23
47	32
48	9
48	33
51	13
52	21
52	30
53	14
53	22
53	31
54	14
54	22
54	31
55	14
55	22
55	31
56	11
56	34
56	36
57	11
57	34
57	36
62	19
62	24
62	37
70	20
70	25
70	35
70	38
70	39
71	14
115	23
116	23
123	21
124	21
125	21
126	22
127	22
128	22
129	36
138	19
138	24
138	37
181	37
185	37
