CNA_index	seg_index	subclone_ID	phase	change
0	9	1	B	1
1	9	2	B	3
2	1	3	B	1
3	7	3	B	1
4	5	5	B	-1
5	9	5	B	2
6	0	7	B	2
7	0	8	A	2
8	2	8	A	2
9	0	8	B	2
10	2	8	B	1
11	0	9	A	1
12	1	9	A	1
13	2	9	A	1
14	7	9	A	2
15	1	9	B	4
16	0	10	B	1
17	4	10	B	2
18	6	10	B	1
19	9	10	B	1
20	5	11	A	1
21	8	11	B	2
22	7	12	A	1
23	0	12	B	1
24	1	12	B	1
25	5	12	B	-1
26	0	13	B	1
27	3	13	B	3
28	6	15	A	2
29	0	15	B	1
30	4	15	B	1
31	8	15	B	1
32	2	16	A	2
33	1	16	B	1
34	7	16	B	1
35	6	17	A	1
36	2	17	B	1
37	7	17	B	1
38	1	19	B	1
39	6	20	B	1
