SSM_index	CNA_index
3	11
4	25
8	24
9	24
12	14
16	17
17	17
18	18
18	34
19	36
20	0
21	1
21	9
21	37
22	2
23	7
24	7
25	39
29	18
29	34
30	18
30	34
31	4
31	8
31	30
31	32
31	35
32	29
33	36
35	9
35	37
38	10
38	20
38	26
39	10
39	20
39	26
40	10
40	20
40	26
41	7
42	7
43	7
44	27
45	27
46	21
46	28
46	31
46	38
47	21
47	28
47	31
47	38
48	39
49	39
50	22
50	33
51	22
51	33
52	22
52	33
53	23
55	29
56	6
57	27
58	33
70	10
71	10
80	24
85	17
98	8
118	17
119	15
147	30
147	32
147	35
148	30
148	32
148	35
149	29
150	29
151	29
152	29
156	37
157	37
158	37
168	28
168	31
168	38
169	33
170	33
171	33
172	33
177	34
178	36
179	31
179	38
180	31
180	38
181	39
182	33
183	33
191	33
