CNA_index	seg_index	subclone_ID	phase	change
0	1	1	B	1
1	3	1	B	-1
2	4	1	B	-1
3	9	2	B	-1
4	1	3	B	1
5	0	4	A	-1
6	1	4	A	-1
7	4	4	A	-1
8	5	4	A	-1
9	7	4	A	1
10	8	4	B	-1
11	9	4	B	-1
12	3	5	A	-1
13	9	5	A	-1
14	0	5	B	-1
15	2	5	B	1
16	8	8	A	-1
17	6	9	A	3
18	0	10	A	-1
19	9	10	A	-1
20	6	11	B	-1
21	8	11	B	-1
22	7	13	A	1
23	1	14	A	-1
24	4	14	A	-1
25	2	15	A	1
26	3	15	A	-1
27	7	15	B	1
28	6	16	A	1
29	0	16	B	-1
30	7	16	B	1
31	9	18	A	-1
32	0	19	A	-1
33	2	19	A	1
34	7	19	B	1
35	1	20	A	-1
36	4	20	A	-1
37	6	20	A	1
38	0	20	B	-1
39	9	20	B	-1
