SSM_index	CNA_index
1	37
2	7
2	33
3	0
3	38
4	31
21	19
24	19
25	10
25	22
25	24
26	11
26	34
27	28
27	32
28	31
29	10
29	22
29	24
30	10
30	22
30	24
31	10
31	22
31	24
32	11
32	34
33	11
33	34
34	28
34	32
35	28
35	32
36	28
36	32
41	37
42	37
43	8
43	29
44	8
44	29
45	8
45	29
46	20
46	25
47	21
48	21
49	38
50	26
50	36
51	9
51	23
51	39
52	10
53	10
54	37
55	37
63	12
63	14
66	13
67	13
72	37
77	38
78	38
82	37
88	39
99	15
99	16
121	22
121	24
122	22
122	24
123	28
123	32
124	28
124	32
131	33
132	33
133	31
134	26
134	36
135	24
136	34
137	34
140	33
141	33
142	25
145	31
146	27
147	28
147	32
150	30
150	35
151	31
154	27
156	34
157	34
158	34
159	28
159	32
166	33
167	29
168	29
172	31
180	34
181	34
187	33
