CNA_index	seg_index	subclone_ID	phase	change
0	2	1	A	-1
1	11	1	A	1
2	6	1	B	1
3	11	1	B	-1
4	9	2	A	1
5	11	2	A	2
6	4	4	A	1
7	0	5	B	-1
8	19	6	A	-1
9	7	6	B	-1
10	6	7	A	3
11	7	7	A	1
12	9	7	A	1
13	17	7	A	-1
14	6	8	A	1
15	3	8	B	-1
16	6	12	A	6
17	9	12	A	1
18	7	13	A	1
19	9	13	A	3
20	18	13	A	2
21	3	13	B	-1
22	10	13	B	-1
23	7	14	A	1
24	8	14	A	1
25	0	15	A	-1
26	11	15	A	1
27	18	15	A	1
28	6	16	B	1
29	11	17	A	2
30	0	18	A	-1
31	18	18	A	1
32	16	18	B	2
33	1	19	A	-1
34	5	19	A	-1
35	7	19	A	1
36	6	19	B	1
37	12	20	A	-1
38	13	20	A	-1
39	16	20	B	2
