SSM_index	seg_index	subclone_ID
0	7	1
1	11	1
2	13	1
3	13	1
4	4	2
5	4	2
6	6	2
7	6	2
8	9	2
9	12	2
10	12	2
11	17	2
12	5	2
13	6	2
14	7	2
15	7	2
16	10	2
17	15	2
18	0	3
19	0	3
20	1	3
21	1	3
22	3	3
23	3	3
24	4	3
25	5	3
26	7	3
27	7	3
28	8	3
29	8	3
30	8	3
31	8	3
32	9	3
33	10	3
34	10	3
35	10	3
36	11	3
37	11	3
38	11	3
39	14	3
40	14	3
41	18	3
42	18	3
43	19	3
44	0	3
45	2	3
46	4	3
47	6	3
48	7	3
49	14	3
50	0	4
51	10	4
52	5	4
53	9	4
54	4	5
55	5	5
56	7	5
57	7	5
58	8	5
59	10	5
60	10	5
61	12	5
62	14	5
63	19	5
64	19	5
65	3	5
66	5	5
67	6	5
68	6	5
69	7	5
70	12	5
71	14	5
72	0	6
73	1	6
74	3	6
75	5	6
76	6	6
77	6	6
78	7	6
79	7	6
80	10	6
81	10	6
82	10	6
83	13	6
84	19	6
85	12	6
86	0	7
87	0	7
88	0	7
89	3	7
90	4	7
91	4	7
92	5	7
93	5	7
94	7	7
95	8	7
96	10	7
97	12	7
98	17	7
99	17	7
100	18	7
101	18	7
102	3	7
103	4	7
104	5	7
105	5	7
106	7	7
107	7	7
108	7	7
109	0	8
110	5	8
111	6	8
112	18	8
113	4	9
114	6	10
115	11	10
116	19	10
117	0	11
118	0	11
119	0	11
120	3	11
121	4	11
122	4	11
123	5	11
124	5	11
125	5	11
126	7	11
127	7	11
128	8	11
129	10	11
130	10	11
131	10	11
132	11	11
133	12	11
134	14	11
135	14	11
136	14	11
137	0	11
138	1	11
139	3	11
140	5	11
141	12	11
142	15	11
143	3	12
144	5	12
145	13	12
146	19	12
147	9	12
148	10	12
149	0	13
150	5	13
151	12	13
152	14	13
153	17	13
154	18	13
155	1	14
156	7	14
157	7	14
158	10	14
159	13	14
160	0	15
161	1	15
162	0	16
163	1	16
164	13	16
165	14	16
166	1	16
167	7	16
168	12	16
169	2	17
170	4	17
171	4	17
172	5	17
173	8	17
174	12	17
175	14	17
176	16	17
177	0	17
178	4	17
179	4	17
180	5	17
181	7	17
182	7	17
183	10	17
184	11	17
185	15	17
186	0	18
187	11	18
188	1	19
189	4	19
190	4	19
191	5	19
192	7	19
193	7	19
194	11	19
195	18	19
196	4	19
197	4	20
198	8	20
199	16	20
